2,3,10.4,10.9
2,3,10.4,10.9
2,3,10.4,10.9
2,3,10.4,10.9
2,3,10.4,10.9
2,3,10.4,10.9
2,3,10.4,10.9
2,3,10.4,10.9
2,3,10.4,10.9
2,3,10.4,10.9
2,3,10.4,10.9
2,3,10.4,10.9
2,3,10.4,10.9
2,3,10.4,10.9
2,3,10.4,10.9
2,3,10.4,10.9
2,3,10.4,10.9
2,3,10.4,10.9
2,3,10.4,10.9
2,3,10.4,10.9
4,3,6.8,9.9
4,3,6.8,9.9
4,3,6.8,9.9
4,3,6.8,9.9
4,3,6.8,9.9
4,3,6.8,9.9
4,3,6.8,9.9
4,3,6.8,9.9
4,3,6.8,9.9
4,3,6.8,9.9
4,3,6.8,9.9
4,3,6.8,9.9
4,3,6.8,9.9
4,3,6.8,9.9
4,3,6.8,9.9
4,3,6.8,9.9
4,3,6.8,9.9
4,3,6.8,9.9
4,3,6.8,9.9
4,3,6.8,9.9
8,11,7.6,12.9
8,11,7.6,12.9
8,11,7.6,12.9
8,11,7.6,12.9
8,11,7.6,12.9
8,11,7.6,12.9
8,11,7.6,12.9
8,11,7.6,12.9
8,11,7.6,12.9
8,11,7.6,12.9
8,11,7.6,12.9
8,3,6.4,10.5
8,3,6.4,10.5
8,3,6.4,10.5
8,3,6.4,10.5
8,3,6.4,10.5
8,3,6.4,10.5
8,3,6.4,10.5
8,3,6.4,10.5
8,3,6.4,10.5
16,13,5.2,11.9
16,13,5.2,11.9
16,13,5.2,11.9
16,13,5.2,11.9
16,13,5.2,11.9
16,7,6.4,11.1
16,7,6.4,11.1
16,7,6.4,11.1
16,7,6.4,11.1
16,7,6.4,11.1
16,7,6.4,11.1
16,7,6.4,11.1
16,7,6.4,11.1
16,7,6.4,11.1
16,7,6.4,11.1
16,7,6.4,11.1
16,7,6.4,11.1
16,7,6.4,11.1
16,23,2.0,13.6
16,23,2.0,13.6
32,23,0.8,11.8
32,23,0.8,11.8
32,19,1.2,13.8
32,19,1.2,13.8
32,19,1.2,13.8
32,19,1.2,13.8
32,19,1.2,13.8
32,19,1.2,13.8
32,19,1.2,13.8
32,19,2.8,12.6
32,19,2.8,12.6
32,19,2.8,12.6
32,19,2.8,12.6
32,19,2.8,12.6
32,19,2.8,12.6
32,19,2.8,12.6
32,19,1.6,12.8
32,19,1.6,12.8
32,19,1.6,12.8
32,19,1.6,12.8
